Report Date,County,Place of Fatality,Deaths by County of Residence
7/10/21,Schuyler,4,14
7/10/21,Seneca,30,57
7/10/21,St. Lawrence,89,97
7/10/21,Statewide Total,43010,43010
7/10/21,Steuben,121,146
7/10/21,Suffolk,3438,3407
7/10/21,Sullivan,62,76
7/10/21,Tioga,39,63
7/10/21,Tompkins,53,52
7/10/21,Ulster,150,257
7/10/21,Warren,81,58
7/10/21,Washington,32,55
7/10/21,Wayne,41,72
7/10/21,Westchester,2481,2293
7/10/21,Wyoming,38,53
7/10/21,Yates,20,26
7/9/21,Albany,588,357
7/9/21,Allegany,57,87
7/9/21,Bronx,4142,4570
7/9/21,Broome,407,367
7/9/21,Cattaraugus,95,92
7/9/21,Cayuga,77,92
7/9/21,Chautauqua,138,145
7/9/21,Chemung,174,137
7/9/21,Chenango,54,77
7/9/21,Clinton,38,33
7/9/21,Columbia,105,104
7/9/21,Cortland,61,64
7/9/21,Delaware,17,39
7/9/21,Dutchess,477,446
7/9/21,Erie,2007,1812
7/9/21,Essex,19,26
7/9/21,Franklin,10,12
7/9/21,Fulton,61,93
7/9/21,Genesee,107,124
7/9/21,Greene,30,79
7/9/21,Hamilton,0,2
7/9/21,Herkimer,53,110
7/9/21,Jefferson,58,68
7/9/21,Kings,6598,7329
7/9/21,Lewis,13,36
7/9/21,Livingston,36,60
7/9/21,Madison,77,89
7/9/21,Manhattan,4985,3039
7/9/21,Monroe,1259,1115
7/9/21,Montgomery,107,128
7/9/21,Nassau,3844,3181
7/9/21,Niagara,234,374
7/9/21,Non-NYS,0,251
7/9/21,Oneida,531,517
7/9/21,Onondaga,794,679
7/9/21,Ontario,117,93
7/9/21,Orange,746,723
7/9/21,Orleans,49,83
7/9/21,Oswego,67,93
7/9/21,Otsego,69,47
7/9/21,Putnam,87,93
7/9/21,Queens,5646,6961
7/9/21,Rensselaer,117,144
7/9/21,Richmond,1138,1163
7/9/21,Rockland,720,758
7/9/21,Saratoga,120,168
7/9/21,Schenectady,197,205
7/9/21,Schoharie,4,18
7/9/21,Schuyler,4,14
7/9/21,Seneca,30,57
7/9/21,St. Lawrence,89,97
7/9/21,Statewide Total,43009,43009
7/9/21,Steuben,121,146
7/9/21,Suffolk,3438,3407
7/9/21,Sullivan,62,76
7/9/21,Tioga,39,63
7/9/21,Tompkins,53,52
7/9/21,Ulster,150,257
7/9/21,Warren,81,58
7/9/21,Washington,32,55
7/9/21,Wayne,41,72
7/9/21,Westchester,2481,2293
7/9/21,Wyoming,38,53
7/9/21,Yates,20,26
7/8/21,Albany,588,357
7/8/21,Allegany,57,87
7/8/21,Bronx,4142,4569
7/8/21,Broome,407,367
7/8/21,Cattaraugus,95,92
7/8/21,Cayuga,77,92
7/8/21,Chautauqua,138,145
7/8/21,Chemung,174,137
7/8/21,Chenango,54,77
7/8/21,Clinton,38,33
7/8/21,Columbia,105,104
7/8/21,Cortland,61,64
7/8/21,Delaware,17,39
7/8/21,Dutchess,477,446
7/8/21,Erie,2007,1812
7/8/21,Essex,19,26
7/8/21,Franklin,10,12
7/8/21,Fulton,61,93
7/8/21,Genesee,107,124
7/8/21,Greene,30,79
7/8/21,Hamilton,0,2
7/8/21,Herkimer,53,110
7/8/21,Jefferson,58,68
7/8/21,Kings,6597,7328
7/8/21,Lewis,13,36
7/8/21,Livingston,36,60
7/8/21,Madison,77,89
7/8/21,Manhattan,4984,3038
7/8/21,Monroe,1259,1115
7/8/21,Montgomery,107,128
7/8/21,Nassau,3844,3181
7/8/21,Niagara,234,374
7/8/21,Non-NYS,0,251
7/8/21,Oneida,531,517
7/8/21,Onondaga,794,679
7/8/21,Ontario,117,93
7/8/21,Orange,745,723
7/8/21,Orleans,49,83
7/8/21,Oswego,67,93
7/8/21,Otsego,69,47
7/8/21,Putnam,87,93
7/8/21,Queens,5646,6961
7/8/21,Rensselaer,117,144
7/8/21,Richmond,1138,1163
7/8/21,Rockland,720,758
7/8/21,Saratoga,120,168
7/8/21,Schenectady,197,205
7/8/21,Schoharie,4,18
7/8/21,Schuyler,4,14
7/8/21,Seneca,30,57
7/8/21,St. Lawrence,89,97
7/8/21,Statewide Total,43006,43006
7/8/21,Steuben,121,146
7/8/21,Suffolk,3438,3407
7/8/21,Sullivan,62,76
7/8/21,Tioga,39,63
7/8/21,Tompkins,53,52
7/8/21,Ulster,150,257
7/8/21,Warren,81,58
7/8/21,Washington,32,55
7/8/21,Wayne,41,72
7/8/21,Westchester,2481,2293
7/8/21,Wyoming,38,53
7/8/21,Yates,20,26
7/7/21,Albany,588,357
7/7/21,Allegany,57,87
7/7/21,Bronx,4141,4568
7/7/21,Broome,407,367
7/7/21,Cattaraugus,95,92
7/7/21,Cayuga,77,92
7/7/21,Chautauqua,138,145
7/7/21,Chemung,173,136
7/7/21,Chenango,54,77
7/7/21,Clinton,38,33
7/7/21,Columbia,105,104
7/7/21,Cortland,60,63
7/7/21,Delaware,17,39
7/7/21,Dutchess,477,446
7/7/21,Erie,2007,1812
7/7/21,Essex,19,26
7/7/21,Franklin,10,12
7/7/21,Fulton,61,93
7/7/21,Genesee,107,124
7/7/21,Greene,30,79
7/7/21,Hamilton,0,2
7/7/21,Herkimer,53,110
7/7/21,Jefferson,58,68
7/7/21,Kings,6596,7327
7/7/21,Lewis,13,36
7/7/21,Livingston,36,60
7/7/21,Madison,77,89
7/7/21,Manhattan,4984,3038
7/7/21,Monroe,1259,1115
7/7/21,Montgomery,107,128
7/7/21,Nassau,3844,3181
7/7/21,Niagara,234,374
7/7/21,Non-NYS,0,250
7/7/21,Oneida,531,517
7/7/21,Onondaga,794,679
7/7/21,Ontario,117,93
7/7/21,Orange,745,723
7/7/21,Orleans,49,83
7/7/21,Oswego,67,93
7/7/21,Otsego,69,47
7/7/21,Putnam,87,93
7/7/21,Queens,5646,6961
7/7/21,Rensselaer,117,144
7/7/21,Richmond,1138,1163
7/7/21,Rockland,720,758
7/7/21,Saratoga,120,168
7/7/21,Schenectady,197,205
7/7/21,Schoharie,4,18
7/7/21,Schuyler,4,14
7/7/21,Seneca,30,57
7/7/21,St. Lawrence,89,97
7/7/21,Statewide Total,43001,43001
7/7/21,Steuben,121,146
7/7/21,Suffolk,3437,3407
7/7/21,Sullivan,62,76
7/7/21,Tioga,39,63
7/7/21,Tompkins,53,52
7/7/21,Ulster,150,257
7/7/21,Warren,81,58
7/7/21,Washington,32,55
7/7/21,Wayne,41,72
7/7/21,Westchester,2481,2293
7/7/21,Wyoming,38,53
7/7/21,Yates,20,26
7/6/21,Albany,588,357
7/6/21,Allegany,57,87
7/6/21,Bronx,4141,4568
7/6/21,Broome,406,366
7/6/21,Cattaraugus,95,92
7/6/21,Cayuga,77,92
7/6/21,Chautauqua,138,145
7/6/21,Chemung,173,136
7/6/21,Chenango,54,77
7/6/21,Clinton,38,33
7/6/21,Columbia,105,104
7/6/21,Cortland,60,63
7/6/21,Delaware,17,39
7/6/21,Dutchess,477,446
7/6/21,Erie,2007,1812
7/6/21,Essex,19,26
7/6/21,Franklin,10,12
7/6/21,Fulton,61,93
7/6/21,Genesee,107,124
7/6/21,Greene,30,79
7/6/21,Hamilton,0,2
7/6/21,Herkimer,53,110
7/6/21,Jefferson,58,68
7/6/21,Kings,6595,7326
7/6/21,Lewis,13,36
7/6/21,Livingston,36,60
7/6/21,Madison,77,89
7/6/21,Manhattan,4984,3038
7/6/21,Monroe,1259,1115
7/6/21,Montgomery,107,128
7/6/21,Nassau,3843,3180
7/6/21,Niagara,234,374
7/6/21,Non-NYS,0,250
7/6/21,Oneida,531,517
7/6/21,Onondaga,794,679
7/6/21,Ontario,117,93
7/6/21,Orange,745,723
7/6/21,Orleans,49,83
7/6/21,Oswego,67,93
7/6/21,Otsego,69,47
7/6/21,Putnam,87,93
7/6/21,Queens,5646,6961
7/6/21,Rensselaer,117,144
7/6/21,Richmond,1138,1163
7/6/21,Rockland,720,758
7/6/21,Saratoga,120,168
7/6/21,Schenectady,197,205
7/6/21,Schoharie,4,18
7/6/21,Schuyler,4,14
7/6/21,Seneca,30,57
7/6/21,St. Lawrence,89,97
7/6/21,Statewide Total,42998,42998
7/6/21,Steuben,121,146
7/6/21,Suffolk,3437,3407
7/6/21,Sullivan,62,76
7/6/21,Tioga,39,63
7/6/21,Tompkins,53,52
7/6/21,Ulster,150,257
7/6/21,Warren,81,58
7/6/21,Washington,32,55
7/6/21,Wayne,41,72
7/6/21,Westchester,2481,2293
7/6/21,Wyoming,38,53
7/6/21,Yates,20,26
7/5/21,Albany,588,357
7/5/21,Allegany,57,87
7/5/21,Bronx,4140,4567
7/5/21,Broome,406,366
7/5/21,Cattaraugus,95,92
7/5/21,Cayuga,77,92
7/5/21,Chautauqua,138,145
7/5/21,Chemung,173,136
7/5/21,Chenango,54,77
7/5/21,Clinton,38,33
7/5/21,Columbia,105,104
7/5/21,Cortland,60,63
7/5/21,Delaware,17,39
7/5/21,Dutchess,477,446
7/5/21,Erie,2007,1812
7/5/21,Essex,19,26
7/5/21,Franklin,10,12
7/5/21,Fulton,61,93
7/5/21,Genesee,107,124
7/5/21,Greene,30,79
7/5/21,Hamilton,0,2
7/5/21,Herkimer,53,110
7/5/21,Jefferson,58,68
7/5/21,Kings,6595,7326
7/5/21,Lewis,13,36
7/5/21,Livingston,36,60
7/5/21,Madison,77,89
7/5/21,Manhattan,4984,3038
7/5/21,Monroe,1258,1115
7/5/21,Montgomery,107,128
7/5/21,Nassau,3843,3180
7/5/21,Niagara,234,374
7/5/21,Non-NYS,0,250
7/5/21,Oneida,531,517
7/5/21,Onondaga,793,678
7/5/21,Ontario,117,93
7/5/21,Orange,745,723
7/5/21,Orleans,49,83
7/5/21,Oswego,67,93
7/5/21,Otsego,69,47
7/5/21,Putnam,87,93
7/5/21,Queens,5645,6960
7/5/21,Rensselaer,117,144
7/5/21,Richmond,1138,1163
7/5/21,Rockland,719,757
7/5/21,Saratoga,120,168
7/5/21,Schenectady,197,205
7/5/21,Schoharie,4,18
7/5/21,Schuyler,4,14
7/5/21,Seneca,30,57
7/5/21,St. Lawrence,89,97
7/5/21,Statewide Total,42993,42993
7/5/21,Steuben,121,146
7/5/21,Suffolk,3437,3407
7/5/21,Sullivan,62,76
7/5/21,Tioga,39,63
7/5/21,Tompkins,53,52
7/5/21,Ulster,150,257
7/5/21,Warren,81,58
7/5/21,Washington,32,55
7/5/21,Wayne,41,71
7/5/21,Westchester,2481,2293
7/5/21,Wyoming,38,53
7/5/21,Yates,20,26
7/4/21,Albany,586,357
7/4/21,Allegany,57,87
7/4/21,Bronx,4140,4567
7/4/21,Broome,406,366
7/4/21,Cattaraugus,95,92
7/4/21,Cayuga,77,92
7/4/21,Chautauqua,138,145
7/4/21,Chemung,173,136
7/4/21,Chenango,54,77
7/4/21,Clinton,38,33
7/4/21,Columbia,105,104
7/4/21,Cortland,60,63
7/4/21,Delaware,17,39
7/4/21,Dutchess,477,446
7/4/21,Erie,2007,1812
7/4/21,Essex,19,26
7/4/21,Franklin,10,12
7/4/21,Fulton,61,93
7/4/21,Genesee,107,124
7/4/21,Greene,30,79
7/4/21,Hamilton,0,2
7/4/21,Herkimer,53,109
7/4/21,Jefferson,58,68
7/4/21,Kings,6594,7325
7/4/21,Lewis,13,36
7/4/21,Livingston,36,60
7/4/21,Madison,77,89
7/4/21,Manhattan,4982,3037
7/4/21,Monroe,1258,1115
7/4/21,Montgomery,107,127
7/4/21,Nassau,3843,3180
7/4/21,Niagara,234,374
7/4/21,Non-NYS,0,250
7/4/21,Oneida,531,517
7/4/21,Onondaga,793,678
7/4/21,Ontario,117,93
7/4/21,Orange,745,723
7/4/21,Orleans,49,83
7/4/21,Oswego,67,93
7/4/21,Otsego,69,47
7/4/21,Putnam,87,93
7/4/21,Queens,5644,6958
7/4/21,Rensselaer,117,144
7/4/21,Richmond,1138,1163
7/4/21,Rockland,719,757
7/4/21,Saratoga,120,168
7/4/21,Schenectady,197,205
7/4/21,Schoharie,4,18
7/4/21,Schuyler,4,14
7/4/21,Seneca,30,57
7/4/21,St. Lawrence,89,97
7/4/21,Statewide Total,42986,42986
7/4/21,Steuben,121,146
7/4/21,Suffolk,3437,3407
7/4/21,Sullivan,62,76
7/4/21,Tioga,39,63
7/4/21,Tompkins,53,52
7/4/21,Ulster,150,257
7/4/21,Warren,80,57
7/4/21,Washington,32,55
7/4/21,Wayne,41,71
7/4/21,Westchester,2481,2293
7/4/21,Wyoming,38,53
7/4/21,Yates,20,26
7/3/21,Albany,586,357
7/3/21,Allegany,57,87
7/3/21,Bronx,4139,4566
7/3/21,Broome,406,366
7/3/21,Cattaraugus,95,92
7/3/21,Cayuga,77,92
7/3/21,Chautauqua,138,145
7/3/21,Chemung,173,136
7/3/21,Chenango,54,77
7/3/21,Clinton,38,33
7/3/21,Columbia,105,104
7/3/21,Cortland,60,63
7/3/21,Delaware,17,39
7/3/21,Dutchess,477,446
7/3/21,Erie,2007,1812
7/3/21,Essex,19,26
7/3/21,Franklin,10,12
7/3/21,Fulton,61,93
7/3/21,Genesee,107,124
7/3/21,Greene,30,79
7/3/21,Hamilton,0,2
7/3/21,Herkimer,53,109
7/3/21,Jefferson,58,68
7/3/21,Kings,6594,7325
7/3/21,Lewis,13,36
7/3/21,Livingston,36,60
7/3/21,Madison,77,89
7/3/21,Manhattan,4982,3037
7/3/21,Monroe,1258,1115
7/3/21,Montgomery,107,127
7/3/21,Nassau,3843,3180
7/3/21,Niagara,234,374
7/3/21,Non-NYS,0,250
7/3/21,Oneida,531,517
7/3/21,Onondaga,793,678
7/3/21,Ontario,117,93
7/3/21,Orange,745,723
7/3/21,Orleans,49,83
7/3/21,Oswego,67,93
7/3/21,Otsego,69,47
7/3/21,Putnam,87,93
7/3/21,Queens,5644,6958
7/3/21,Rensselaer,117,144
7/3/21,Richmond,1138,1163
7/3/21,Rockland,719,757
7/3/21,Saratoga,120,168
7/3/21,Schenectady,197,205
7/3/21,Schoharie,4,18
7/3/21,Schuyler,4,14
7/3/21,Seneca,30,57
7/3/21,St. Lawrence,89,97
7/3/21,Statewide Total,42984,42984
7/3/21,Steuben,121,146
7/3/21,Suffolk,3436,3406
7/3/21,Sullivan,62,76
7/3/21,Tioga,39,63
7/3/21,Tompkins,53,52
7/3/21,Ulster,150,257
7/3/21,Warren,80,57
7/3/21,Washington,32,55
7/3/21,Wayne,41,71
7/3/21,Westchester,2481,2293
7/3/21,Wyoming,38,53
7/3/21,Yates,20,26
7/2/21,Albany,586,357
7/2/21,Allegany,57,87
7/2/21,Bronx,4139,4566
7/2/21,Broome,406,366
7/2/21,Cattaraugus,95,92
7/2/21,Cayuga,77,92
7/2/21,Chautauqua,138,145
7/2/21,Chemung,173,136
7/2/21,Chenango,54,77
7/2/21,Clinton,38,33
7/2/21,Columbia,105,104
7/2/21,Cortland,60,63
7/2/21,Delaware,17,39
7/2/21,Dutchess,477,446
7/2/21,Erie,2007,1812
7/2/21,Essex,19,26
7/2/21,Franklin,10,12
7/2/21,Fulton,61,93
7/2/21,Genesee,107,124
7/2/21,Greene,30,79
7/2/21,Hamilton,0,2
7/2/21,Herkimer,53,109
7/2/21,Jefferson,58,68
7/2/21,Kings,6593,7325
7/2/21,Lewis,13,36
7/2/21,Livingston,36,60
7/2/21,Madison,77,89
7/2/21,Manhattan,4981,3036
7/2/21,Monroe,1258,1115
7/2/21,Montgomery,107,127
7/2/21,Nassau,3843,3180
7/2/21,Niagara,234,374
7/2/21,Non-NYS,0,250
7/2/21,Oneida,531,517
7/2/21,Onondaga,793,678
7/2/21,Ontario,117,93
7/2/21,Orange,745,723
7/2/21,Orleans,49,83
7/2/21,Oswego,67,93
7/2/21,Otsego,69,47
7/2/21,Putnam,87,93
7/2/21,Queens,5644,6957
7/2/21,Rensselaer,117,144
7/2/21,Richmond,1138,1163
7/2/21,Rockland,719,757
7/2/21,Saratoga,120,168
7/2/21,Schenectady,197,205
7/2/21,Schoharie,4,18
7/2/21,Schuyler,4,14
7/2/21,Seneca,30,57
7/2/21,St. Lawrence,89,97
7/2/21,Statewide Total,42980,42980
7/2/21,Steuben,121,146
7/2/21,Suffolk,3434,3404
7/2/21,Sullivan,62,76
7/2/21,Tioga,39,63
7/2/21,Tompkins,53,52
7/2/21,Ulster,150,257
7/2/21,Warren,80,57
7/2/21,Washington,32,55
7/2/21,Wayne,41,71
7/2/21,Westchester,2481,2293
7/2/21,Wyoming,38,53
7/2/21,Yates,20,26
7/1/21,Albany,586,357
7/1/21,Allegany,57,87
7/1/21,Bronx,4139,4566
7/1/21,Broome,406,366
7/1/21,Cattaraugus,95,92
7/1/21,Cayuga,77,92
7/1/21,Chautauqua,138,145
7/1/21,Chemung,173,136
7/1/21,Chenango,54,77
7/1/21,Clinton,38,33
7/1/21,Columbia,105,104
7/1/21,Cortland,60,63
7/1/21,Delaware,17,39
7/1/21,Dutchess,477,446
7/1/21,Erie,2007,1812
7/1/21,Essex,19,26
7/1/21,Franklin,10,12
7/1/21,Fulton,61,93
7/1/21,Genesee,107,124
7/1/21,Greene,30,79
7/1/21,Hamilton,0,2
7/1/21,Herkimer,53,109
7/1/21,Jefferson,58,68
7/1/21,Kings,6591,7323
7/1/21,Lewis,13,36
7/1/21,Livingston,36,60
7/1/21,Madison,77,89
7/1/21,Manhattan,4981,3036
7/1/21,Monroe,1258,1115
7/1/21,Montgomery,107,127
7/1/21,Nassau,3843,3180
7/1/21,Niagara,234,374
7/1/21,Non-NYS,0,250
7/1/21,Oneida,531,517
7/1/21,Onondaga,793,678
7/1/21,Ontario,117,93
7/1/21,Orange,745,723
7/1/21,Orleans,49,83
7/1/21,Oswego,67,93
7/1/21,Otsego,69,47
7/1/21,Putnam,87,93
7/1/21,Queens,5644,6957
7/1/21,Rensselaer,117,144
7/1/21,Richmond,1138,1163
7/1/21,Rockland,719,757
7/1/21,Saratoga,120,168
7/1/21,Schenectady,197,205
7/1/21,Schoharie,4,18
7/1/21,Schuyler,4,14
7/1/21,Seneca,30,57
7/1/21,St. Lawrence,89,97
7/1/21,Statewide Total,42978,42978
7/1/21,Steuben,121,146
7/1/21,Suffolk,3434,3404
7/1/21,Sullivan,62,76
7/1/21,Tioga,39,63
7/1/21,Tompkins,53,52
7/1/21,Ulster,150,257
7/1/21,Warren,80,57
7/1/21,Washington,32,55
7/1/21,Wayne,41,71
7/1/21,Westchester,2481,2293
7/1/21,Wyoming,38,53
7/1/21,Yates,20,26
6/30/21,Albany,586,357
6/30/21,Allegany,57,87
6/30/21,Bronx,4139,4566
6/30/21,Broome,406,366
6/30/21,Cattaraugus,95,92
6/30/21,Cayuga,77,92
6/30/21,Chautauqua,138,145
6/30/21,Chemung,173,136
6/30/21,Chenango,54,77
6/30/21,Clinton,38,33
6/30/21,Columbia,105,104
6/30/21,Cortland,60,63
6/30/21,Delaware,17,39
6/30/21,Dutchess,477,446
6/30/21,Erie,2007,1812
6/30/21,Essex,19,26
6/30/21,Franklin,10,12
6/30/21,Fulton,61,93
6/30/21,Genesee,107,124
6/30/21,Greene,30,79
6/30/21,Hamilton,0,2
6/30/21,Herkimer,53,109
6/30/21,Jefferson,58,68
6/30/21,Kings,6589,7321
6/30/21,Lewis,13,36
6/30/21,Livingston,36,60
6/30/21,Madison,77,89
6/30/21,Manhattan,4981,3036
6/30/21,Monroe,1258,1115
6/30/21,Montgomery,107,127
6/30/21,Nassau,3843,3179
6/30/21,Niagara,234,374
6/30/21,Non-NYS,0,250
6/30/21,Oneida,531,517
6/30/21,Onondaga,793,678
6/30/21,Ontario,117,93
6/30/21,Orange,745,723
6/30/21,Orleans,49,83
6/30/21,Oswego,67,93
6/30/21,Otsego,69,47
6/30/21,Putnam,87,93
6/30/21,Queens,5643,6956
6/30/21,Rensselaer,117,144
6/30/21,Richmond,1138,1163
6/30/21,Rockland,719,757
6/30/21,Saratoga,120,168
6/30/21,Schenectady,197,205
6/30/21,Schoharie,4,18
6/30/21,Schuyler,4,14
6/30/21,Seneca,30,57
6/30/21,St. Lawrence,89,97
6/30/21,Statewide Total,42974,42974
6/30/21,Steuben,121,146
6/30/21,Suffolk,3433,3404
6/30/21,Sullivan,62,76
6/30/21,Tioga,39,63
6/30/21,Tompkins,53,52
6/30/21,Ulster,150,257
6/30/21,Warren,80,57
6/30/21,Washington,32,55
6/30/21,Wayne,41,71
6/30/21,Westchester,2481,2293
6/30/21,Wyoming,38,53
6/30/21,Yates,20,26
6/29/21,Albany,586,357
6/29/21,Allegany,57,87
6/29/21,Bronx,4139,4566
6/29/21,Broome,406,366
6/29/21,Cattaraugus,95,92
6/29/21,Cayuga,77,92
6/29/21,Chautauqua,138,145
6/29/21,Chemung,173,136
6/29/21,Chenango,54,77
6/29/21,Clinton,38,33
6/29/21,Columbia,105,104
6/29/21,Cortland,60,63
6/29/21,Delaware,17,39
6/29/21,Dutchess,477,446
6/29/21,Erie,2007,1812
6/29/21,Essex,19,26
6/29/21,Franklin,10,12
6/29/21,Fulton,61,93
6/29/21,Genesee,107,124
6/29/21,Greene,30,79
6/29/21,Hamilton,0,2
6/29/21,Herkimer,53,109
6/29/21,Jefferson,58,68
6/29/21,Kings,6589,7321
6/29/21,Lewis,13,36
6/29/21,Livingston,36,60
6/29/21,Madison,77,89
6/29/21,Manhattan,4981,3036
6/29/21,Monroe,1258,1115
6/29/21,Montgomery,107,127
6/29/21,Nassau,3843,3179
6/29/21,Niagara,234,374
6/29/21,Non-NYS,0,250
6/29/21,Oneida,531,517
6/29/21,Onondaga,793,678
6/29/21,Ontario,117,93
6/29/21,Orange,745,723
6/29/21,Orleans,49,83
6/29/21,Oswego,67,93
6/29/21,Otsego,69,47
6/29/21,Putnam,87,93
6/29/21,Queens,5643,6956
6/29/21,Rensselaer,117,144
6/29/21,Richmond,1138,1163
6/29/21,Rockland,718,756
6/29/21,Saratoga,120,168
6/29/21,Schenectady,197,205
6/29/21,Schoharie,4,18
6/29/21,Schuyler,4,14
6/29/21,Seneca,30,57
6/29/21,St. Lawrence,89,97
6/29/21,Statewide Total,42972,42972
6/29/21,Steuben,121,146
6/29/21,Suffolk,3432,3403
6/29/21,Sullivan,62,76
6/29/21,Tioga,39,63
6/29/21,Tompkins,53,52
6/29/21,Ulster,150,257
6/29/21,Warren,80,57
6/29/21,Washington,32,55
6/29/21,Wayne,41,71
6/29/21,Westchester,2481,2293
6/29/21,Wyoming,38,53
6/29/21,Yates,20,26
6/28/21,Albany,585,357
6/28/21,Allegany,57,87
6/28/21,Bronx,4139,4566
6/28/21,Broome,406,366
6/28/21,Cattaraugus,95,92
6/28/21,Cayuga,77,92
6/28/21,Chautauqua,138,145
6/28/21,Chemung,173,136
6/28/21,Chenango,54,77
6/28/21,Clinton,38,33
6/28/21,Columbia,105,104
6/28/21,Cortland,60,63
6/28/21,Delaware,17,39
6/28/21,Dutchess,477,446
6/28/21,Erie,2007,1812
6/28/21,Essex,19,26
6/28/21,Franklin,10,12
6/28/21,Fulton,61,93
6/28/21,Genesee,107,124
6/28/21,Greene,30,79
6/28/21,Hamilton,0,2
6/28/21,Herkimer,53,109
6/28/21,Jefferson,58,68
6/28/21,Kings,6588,7320
6/28/21,Lewis,13,36
6/28/21,Livingston,36,60
6/28/21,Madison,77,89
6/28/21,Manhattan,4980,3035
6/28/21,Monroe,1258,1115
6/28/21,Montgomery,107,127
6/28/21,Nassau,3843,3179
6/28/21,Niagara,234,374
6/28/21,Non-NYS,0,250
6/28/21,Oneida,531,516
6/28/21,Onondaga,792,678
6/28/21,Ontario,117,93
6/28/21,Orange,745,723
6/28/21,Orleans,49,83
6/28/21,Oswego,67,93
6/28/21,Otsego,69,47
6/28/21,Putnam,87,93
6/28/21,Queens,5643,6956
6/28/21,Rensselaer,117,143
6/28/21,Richmond,1137,1162
6/28/21,Rockland,718,756
6/28/21,Saratoga,120,168
6/28/21,Schenectady,197,205
6/28/21,Schoharie,4,18
6/28/21,Schuyler,4,14
6/28/21,Seneca,30,57
6/28/21,St. Lawrence,89,97
6/28/21,Statewide Total,42967,42967
6/28/21,Steuben,121,146
6/28/21,Suffolk,3432,3403
6/28/21,Sullivan,62,76
6/28/21,Tioga,39,63
6/28/21,Tompkins,53,52
6/28/21,Ulster,150,257
6/28/21,Warren,80,57
6/28/21,Washington,32,55
6/28/21,Wayne,41,71
6/28/21,Westchester,2481,2293
6/28/21,Wyoming,38,53
6/28/21,Yates,20,26
6/27/21,Albany,585,357
6/27/21,Allegany,57,87
6/27/21,Bronx,4139,4566
6/27/21,Broome,406,366
6/27/21,Cattaraugus,95,92
6/27/21,Cayuga,77,92
6/27/21,Chautauqua,138,145
6/27/21,Chemung,173,136
6/27/21,Chenango,54,77
6/27/21,Clinton,38,33
6/27/21,Columbia,105,104
6/27/21,Cortland,60,63
6/27/21,Delaware,17,39
6/27/21,Dutchess,477,446
6/27/21,Erie,2007,1812
6/27/21,Essex,19,26
6/27/21,Franklin,10,12
6/27/21,Fulton,61,93
6/27/21,Genesee,107,124
6/27/21,Greene,30,79
6/27/21,Hamilton,0,2
6/27/21,Herkimer,53,109
6/27/21,Jefferson,58,68
6/27/21,Kings,6587,7319
6/27/21,Lewis,13,36
6/27/21,Livingston,36,60
6/27/21,Madison,77,89
6/27/21,Manhattan,4980,3035
6/27/21,Monroe,1258,1115
6/27/21,Montgomery,107,127
6/27/21,Nassau,3843,3179
6/27/21,Niagara,234,374
6/27/21,Non-NYS,0,250
6/27/21,Oneida,531,516
6/27/21,Onondaga,792,678
6/27/21,Ontario,117,93
6/27/21,Orange,745,723
6/27/21,Orleans,49,83
6/27/21,Oswego,67,93
6/27/21,Otsego,69,47
6/27/21,Putnam,87,93
6/27/21,Queens,5642,6955
6/27/21,Rensselaer,117,143
6/27/21,Richmond,1137,1162
6/27/21,Rockland,718,756
6/27/21,Saratoga,120,168
6/27/21,Schenectady,197,205
6/27/21,Schoharie,4,18
6/27/21,Schuyler,4,14
6/27/21,Seneca,30,57
6/27/21,St. Lawrence,89,97
6/27/21,Statewide Total,42964,42964
6/27/21,Steuben,121,146
6/27/21,Suffolk,3431,3402
6/27/21,Sullivan,62,76
6/27/21,Tioga,39,63
6/27/21,Tompkins,53,52
6/27/21,Ulster,150,257
6/27/21,Warren,80,57
6/27/21,Washington,32,55
6/27/21,Wayne,41,71
6/27/21,Westchester,2481,2293
6/27/21,Wyoming,38,53
6/27/21,Yates,20,26
6/26/21,Albany,584,357
6/26/21,Allegany,57,87
6/26/21,Bronx,4139,4566
6/26/21,Broome,405,366
6/26/21,Cattaraugus,95,92
6/26/21,Cayuga,77,92
6/26/21,Chautauqua,138,145
6/26/21,Chemung,173,136
6/26/21,Chenango,54,76
6/26/21,Clinton,38,33
6/26/21,Columbia,105,104
6/26/21,Cortland,60,63
6/26/21,Delaware,17,39
6/26/21,Dutchess,477,446
6/26/21,Erie,2007,1812
6/26/21,Essex,19,26
6/26/21,Franklin,10,12
6/26/21,Fulton,61,93
6/26/21,Genesee,107,124
6/26/21,Greene,30,79
6/26/21,Hamilton,0,2
6/26/21,Herkimer,53,109
6/26/21,Jefferson,58,68
6/26/21,Kings,6587,7319
6/26/21,Lewis,13,36
6/26/21,Livingston,36,60
6/26/21,Madison,77,89
6/26/21,Manhattan,4979,3034
6/26/21,Monroe,1258,1115
6/26/21,Montgomery,107,127
6/26/21,Nassau,3843,3179
6/26/21,Niagara,234,374
6/26/21,Non-NYS,0,250
6/26/21,Oneida,531,516
6/26/21,Onondaga,792,678
6/26/21,Ontario,117,93
6/26/21,Orange,745,723
6/26/21,Orleans,49,83
6/26/21,Oswego,67,93
6/26/21,Otsego,69,47
6/26/21,Putnam,87,93
6/26/21,Queens,5642,6955
6/26/21,Rensselaer,117,143
6/26/21,Richmond,1137,1162
6/26/21,Rockland,718,756
6/26/21,Saratoga,120,168
