Report Date,County,Place of Fatality,Deaths by County of Residence
6/26/21,Schenectady,197,205
6/26/21,Schoharie,4,17
6/26/21,Schuyler,4,14
6/26/21,Seneca,30,57
6/26/21,St. Lawrence,89,97
6/26/21,Statewide Total,42961,42961
6/26/21,Steuben,121,146
6/26/21,Suffolk,3431,3402
6/26/21,Sullivan,62,76
6/26/21,Tioga,39,63
6/26/21,Tompkins,53,52
6/26/21,Ulster,150,257
6/26/21,Warren,80,57
6/26/21,Washington,32,55
6/26/21,Wayne,41,71
6/26/21,Westchester,2481,2293
6/26/21,Wyoming,38,53
6/26/21,Yates,20,26
6/25/21,Albany,584,357
6/25/21,Allegany,57,87
6/25/21,Bronx,4138,4565
6/25/21,Broome,405,366
6/25/21,Cattaraugus,95,92
6/25/21,Cayuga,77,92
6/25/21,Chautauqua,138,145
6/25/21,Chemung,173,136
6/25/21,Chenango,54,76
6/25/21,Clinton,38,33
6/25/21,Columbia,105,104
6/25/21,Cortland,60,63
6/25/21,Delaware,17,39
6/25/21,Dutchess,477,446
6/25/21,Erie,2007,1812
6/25/21,Essex,19,26
6/25/21,Franklin,10,12
6/25/21,Fulton,61,93
6/25/21,Genesee,107,124
6/25/21,Greene,30,79
6/25/21,Hamilton,0,2
6/25/21,Herkimer,53,109
6/25/21,Jefferson,58,68
6/25/21,Kings,6587,7319
6/25/21,Lewis,13,36
6/25/21,Livingston,36,60
6/25/21,Madison,77,89
6/25/21,Manhattan,4979,3034
6/25/21,Monroe,1258,1115
6/25/21,Montgomery,107,127
6/25/21,Nassau,3843,3179
6/25/21,Niagara,234,374
6/25/21,Non-NYS,0,250
6/25/21,Oneida,531,516
6/25/21,Onondaga,791,678
6/25/21,Ontario,117,93
6/25/21,Orange,745,723
6/25/21,Orleans,49,83
6/25/21,Oswego,67,92
6/25/21,Otsego,69,47
6/25/21,Putnam,87,93
6/25/21,Queens,5642,6955
6/25/21,Rensselaer,117,143
6/25/21,Richmond,1137,1162
6/25/21,Rockland,718,756
6/25/21,Saratoga,120,168
6/25/21,Schenectady,197,205
6/25/21,Schoharie,4,17
6/25/21,Schuyler,4,14
6/25/21,Seneca,30,57
6/25/21,St. Lawrence,89,97
6/25/21,Statewide Total,42957,42957
6/25/21,Steuben,121,146
6/25/21,Suffolk,3430,3401
6/25/21,Sullivan,62,76
6/25/21,Tioga,39,63
6/25/21,Tompkins,53,52
6/25/21,Ulster,150,257
6/25/21,Warren,80,57
6/25/21,Washington,32,55
6/25/21,Wayne,41,71
6/25/21,Westchester,2480,2292
6/25/21,Wyoming,38,53
6/25/21,Yates,20,26
6/24/21,Albany,584,357
6/24/21,Allegany,57,87
6/24/21,Bronx,4138,4565
6/24/21,Broome,405,366
6/24/21,Cattaraugus,94,92
6/24/21,Cayuga,77,92
6/24/21,Chautauqua,138,145
6/24/21,Chemung,173,136
6/24/21,Chenango,54,76
6/24/21,Clinton,38,33
6/24/21,Columbia,105,104
6/24/21,Cortland,60,63
6/24/21,Delaware,17,39
6/24/21,Dutchess,477,446
6/24/21,Erie,2007,1811
6/24/21,Essex,19,26
6/24/21,Franklin,10,12
6/24/21,Fulton,61,93
6/24/21,Genesee,107,124
6/24/21,Greene,30,79
6/24/21,Hamilton,0,2
6/24/21,Herkimer,53,109
6/24/21,Jefferson,58,68
6/24/21,Kings,6586,7318
6/24/21,Lewis,13,36
6/24/21,Livingston,36,60
6/24/21,Madison,77,89
6/24/21,Manhattan,4979,3034
6/24/21,Monroe,1258,1115
6/24/21,Montgomery,107,127
6/24/21,Nassau,3842,3178
6/24/21,Niagara,234,374
6/24/21,Non-NYS,0,250
6/24/21,Oneida,531,516
6/24/21,Onondaga,791,678
6/24/21,Ontario,117,93
6/24/21,Orange,745,723
6/24/21,Orleans,49,83
6/24/21,Oswego,67,92
6/24/21,Otsego,69,47
6/24/21,Putnam,87,93
6/24/21,Queens,5641,6954
6/24/21,Rensselaer,117,143
6/24/21,Richmond,1137,1162
6/24/21,Rockland,717,755
6/24/21,Saratoga,120,168
6/24/21,Schenectady,197,205
6/24/21,Schoharie,4,17
6/24/21,Schuyler,4,14
6/24/21,Seneca,30,57
6/24/21,St. Lawrence,89,97
6/24/21,Statewide Total,42952,42952
6/24/21,Steuben,121,146
6/24/21,Suffolk,3430,3401
6/24/21,Sullivan,62,76
6/24/21,Tioga,39,63
6/24/21,Tompkins,53,52
6/24/21,Ulster,150,257
6/24/21,Warren,80,57
6/24/21,Washington,32,55
6/24/21,Wayne,41,71
6/24/21,Westchester,2480,2292
6/24/21,Wyoming,38,53
6/24/21,Yates,20,26
6/23/21,Albany,583,357
6/23/21,Allegany,57,87
6/23/21,Bronx,4138,4565
6/23/21,Broome,405,366
6/23/21,Cattaraugus,93,91
6/23/21,Cayuga,77,92
6/23/21,Chautauqua,138,145
6/23/21,Chemung,173,136
6/23/21,Chenango,54,76
6/23/21,Clinton,38,33
6/23/21,Columbia,105,104
6/23/21,Cortland,60,63
6/23/21,Delaware,17,39
6/23/21,Dutchess,477,446
6/23/21,Erie,2007,1811
6/23/21,Essex,19,26
6/23/21,Franklin,10,12
6/23/21,Fulton,61,92
6/23/21,Genesee,107,124
6/23/21,Greene,30,79
6/23/21,Hamilton,0,2
6/23/21,Herkimer,53,109
6/23/21,Jefferson,58,68
6/23/21,Kings,6586,7318
6/23/21,Lewis,13,36
6/23/21,Livingston,36,60
6/23/21,Madison,77,89
6/23/21,Manhattan,4979,3034
6/23/21,Monroe,1257,1114
6/23/21,Montgomery,107,127
6/23/21,Nassau,3842,3178
6/23/21,Niagara,234,374
6/23/21,Non-NYS,0,250
6/23/21,Oneida,531,516
6/23/21,Onondaga,791,678
6/23/21,Ontario,117,93
6/23/21,Orange,745,723
6/23/21,Orleans,49,83
6/23/21,Oswego,67,92
6/23/21,Otsego,69,47
6/23/21,Putnam,87,93
6/23/21,Queens,5639,6952
6/23/21,Rensselaer,117,143
6/23/21,Richmond,1137,1162
6/23/21,Rockland,717,755
6/23/21,Saratoga,120,168
6/23/21,Schenectady,197,205
6/23/21,Schoharie,4,17
6/23/21,Schuyler,4,14
6/23/21,Seneca,30,57
6/23/21,St. Lawrence,89,97
6/23/21,Statewide Total,42947,42947
6/23/21,Steuben,121,146
6/23/21,Suffolk,3430,3401
6/23/21,Sullivan,62,76
6/23/21,Tioga,39,63
6/23/21,Tompkins,53,52
6/23/21,Ulster,150,257
6/23/21,Warren,80,57
6/23/21,Washington,32,55
6/23/21,Wayne,41,71
6/23/21,Westchester,2480,2292
6/23/21,Wyoming,38,53
6/23/21,Yates,20,26
6/22/21,Albany,583,357
6/22/21,Allegany,57,87
6/22/21,Bronx,4138,4564
6/22/21,Broome,405,366
6/22/21,Cattaraugus,93,91
6/22/21,Cayuga,77,92
6/22/21,Chautauqua,138,145
6/22/21,Chemung,173,136
6/22/21,Chenango,54,76
6/22/21,Clinton,38,33
6/22/21,Columbia,105,104
6/22/21,Cortland,60,63
6/22/21,Delaware,17,39
6/22/21,Dutchess,477,446
6/22/21,Erie,2007,1811
6/22/21,Essex,19,26
6/22/21,Franklin,10,12
6/22/21,Fulton,61,92
6/22/21,Genesee,107,124
6/22/21,Greene,30,79
6/22/21,Hamilton,0,2
6/22/21,Herkimer,53,109
6/22/21,Jefferson,58,68
6/22/21,Kings,6584,7316
6/22/21,Lewis,13,36
6/22/21,Livingston,36,60
6/22/21,Madison,77,89
6/22/21,Manhattan,4978,3034
6/22/21,Monroe,1257,1114
6/22/21,Montgomery,107,127
6/22/21,Nassau,3841,3178
6/22/21,Niagara,234,374
6/22/21,Non-NYS,0,250
6/22/21,Oneida,531,516
6/22/21,Onondaga,791,678
6/22/21,Ontario,117,93
6/22/21,Orange,745,723
6/22/21,Orleans,49,83
6/22/21,Oswego,67,92
6/22/21,Otsego,69,47
6/22/21,Putnam,87,93
6/22/21,Queens,5638,6950
6/22/21,Rensselaer,117,143
6/22/21,Richmond,1137,1162
6/22/21,Rockland,717,755
6/22/21,Saratoga,120,168
6/22/21,Schenectady,197,205
6/22/21,Schoharie,4,17
6/22/21,Schuyler,4,14
6/22/21,Seneca,30,57
6/22/21,St. Lawrence,89,97
6/22/21,Statewide Total,42942,42942
6/22/21,Steuben,121,146
6/22/21,Suffolk,3430,3401
6/22/21,Sullivan,62,76
6/22/21,Tioga,39,63
6/22/21,Tompkins,53,52
6/22/21,Ulster,150,257
6/22/21,Warren,80,57
6/22/21,Washington,32,55
6/22/21,Wayne,41,71
6/22/21,Westchester,2480,2292
6/22/21,Wyoming,38,53
6/22/21,Yates,20,26
6/21/21,Albany,583,357
6/21/21,Allegany,57,87
6/21/21,Bronx,4138,4564
6/21/21,Broome,405,366
6/21/21,Cattaraugus,93,91
6/21/21,Cayuga,77,92
6/21/21,Chautauqua,138,145
6/21/21,Chemung,173,136
6/21/21,Chenango,54,76
6/21/21,Clinton,38,33
6/21/21,Columbia,105,104
6/21/21,Cortland,60,63
6/21/21,Delaware,17,39
6/21/21,Dutchess,477,446
6/21/21,Erie,2006,1810
6/21/21,Essex,19,26
6/21/21,Franklin,10,12
6/21/21,Fulton,61,92
6/21/21,Genesee,107,124
6/21/21,Greene,30,79
6/21/21,Hamilton,0,2
6/21/21,Herkimer,53,109
6/21/21,Jefferson,58,68
6/21/21,Kings,6584,7316
6/21/21,Lewis,13,36
6/21/21,Livingston,36,60
6/21/21,Madison,77,89
6/21/21,Manhattan,4978,3034
6/21/21,Monroe,1256,1113
6/21/21,Montgomery,107,127
6/21/21,Nassau,3841,3178
6/21/21,Niagara,234,374
6/21/21,Non-NYS,0,250
6/21/21,Oneida,531,516
6/21/21,Onondaga,791,678
6/21/21,Ontario,116,93
6/21/21,Orange,745,723
6/21/21,Orleans,49,83
6/21/21,Oswego,67,92
6/21/21,Otsego,69,47
6/21/21,Putnam,87,93
6/21/21,Queens,5638,6950
6/21/21,Rensselaer,117,143
6/21/21,Richmond,1137,1162
6/21/21,Rockland,716,754
6/21/21,Saratoga,120,168
6/21/21,Schenectady,197,205
6/21/21,Schoharie,4,17
6/21/21,Schuyler,4,14
6/21/21,Seneca,30,56
6/21/21,St. Lawrence,89,97
6/21/21,Statewide Total,42936,42936
6/21/21,Steuben,120,145
6/21/21,Suffolk,3430,3401
6/21/21,Sullivan,62,76
6/21/21,Tioga,39,63
6/21/21,Tompkins,53,52
6/21/21,Ulster,150,257
6/21/21,Warren,80,57
6/21/21,Washington,32,55
6/21/21,Wayne,41,71
6/21/21,Westchester,2479,2291
6/21/21,Wyoming,38,53
6/21/21,Yates,20,26
6/20/21,Albany,582,357
6/20/21,Allegany,57,87
6/20/21,Bronx,4138,4564
6/20/21,Broome,405,366
6/20/21,Cattaraugus,93,91
6/20/21,Cayuga,77,92
6/20/21,Chautauqua,138,145
6/20/21,Chemung,173,136
6/20/21,Chenango,54,76
6/20/21,Clinton,38,33
6/20/21,Columbia,105,104
6/20/21,Cortland,60,63
6/20/21,Delaware,17,38
6/20/21,Dutchess,476,445
6/20/21,Erie,2005,1809
6/20/21,Essex,19,26
6/20/21,Franklin,10,12
6/20/21,Fulton,61,92
6/20/21,Genesee,107,124
6/20/21,Greene,30,79
6/20/21,Hamilton,0,2
6/20/21,Herkimer,53,109
6/20/21,Jefferson,58,68
6/20/21,Kings,6582,7314
6/20/21,Lewis,13,36
6/20/21,Livingston,36,60
6/20/21,Madison,77,89
6/20/21,Manhattan,4978,3034
6/20/21,Monroe,1256,1113
6/20/21,Montgomery,107,127
6/20/21,Nassau,3841,3178
6/20/21,Niagara,234,374
6/20/21,Non-NYS,0,250
6/20/21,Oneida,531,516
6/20/21,Onondaga,791,678
6/20/21,Ontario,116,93
6/20/21,Orange,745,722
6/20/21,Orleans,49,83
6/20/21,Oswego,67,92
6/20/21,Otsego,69,47
6/20/21,Putnam,87,93
6/20/21,Queens,5636,6948
6/20/21,Rensselaer,117,143
6/20/21,Richmond,1137,1162
6/20/21,Rockland,716,754
6/20/21,Saratoga,120,168
6/20/21,Schenectady,197,205
6/20/21,Schoharie,4,17
6/20/21,Schuyler,4,14
6/20/21,Seneca,30,56
6/20/21,St. Lawrence,89,97
6/20/21,Statewide Total,42928,42928
6/20/21,Steuben,120,145
6/20/21,Suffolk,3430,3401
6/20/21,Sullivan,62,76
6/20/21,Tioga,39,63
6/20/21,Tompkins,53,52
6/20/21,Ulster,150,257
6/20/21,Warren,80,57
6/20/21,Washington,32,55
6/20/21,Wayne,41,71
6/20/21,Westchester,2478,2291
6/20/21,Wyoming,38,53
6/20/21,Yates,20,26
6/19/21,Albany,582,357
6/19/21,Allegany,57,87
6/19/21,Bronx,4138,4564
6/19/21,Broome,405,366
6/19/21,Cattaraugus,93,91
6/19/21,Cayuga,77,92
6/19/21,Chautauqua,138,145
6/19/21,Chemung,173,136
6/19/21,Chenango,54,76
6/19/21,Clinton,38,33
6/19/21,Columbia,105,104
6/19/21,Cortland,60,63
6/19/21,Delaware,17,38
6/19/21,Dutchess,476,445
6/19/21,Erie,2005,1809
6/19/21,Essex,19,26
6/19/21,Franklin,10,12
6/19/21,Fulton,61,92
6/19/21,Genesee,107,124
6/19/21,Greene,30,79
6/19/21,Hamilton,0,2
6/19/21,Herkimer,53,109
6/19/21,Jefferson,58,68
6/19/21,Kings,6578,7310
6/19/21,Lewis,13,36
6/19/21,Livingston,36,60
6/19/21,Madison,77,89
6/19/21,Manhattan,4976,3033
6/19/21,Monroe,1255,1113
6/19/21,Montgomery,107,127
6/19/21,Nassau,3841,3177
6/19/21,Niagara,234,374
6/19/21,Non-NYS,0,250
6/19/21,Oneida,531,516
6/19/21,Onondaga,791,678
6/19/21,Ontario,116,93
6/19/21,Orange,745,722
6/19/21,Orleans,49,83
6/19/21,Oswego,67,92
6/19/21,Otsego,69,47
6/19/21,Putnam,87,92
6/19/21,Queens,5635,6947
6/19/21,Rensselaer,117,143
6/19/21,Richmond,1137,1162
6/19/21,Rockland,716,754
6/19/21,Saratoga,120,168
6/19/21,Schenectady,197,205
6/19/21,Schoharie,4,17
6/19/21,Schuyler,4,14
6/19/21,Seneca,30,56
6/19/21,St. Lawrence,89,97
6/19/21,Statewide Total,42918,42918
6/19/21,Steuben,120,145
6/19/21,Suffolk,3429,3400
6/19/21,Sullivan,62,76
6/19/21,Tioga,39,63
6/19/21,Tompkins,53,52
6/19/21,Ulster,150,257
6/19/21,Warren,80,57
6/19/21,Washington,32,55
6/19/21,Wayne,41,70
6/19/21,Westchester,2477,2291
6/19/21,Wyoming,38,53
6/19/21,Yates,20,26
6/18/21,Albany,582,357
6/18/21,Allegany,57,87
6/18/21,Bronx,4137,4563
6/18/21,Broome,405,366
6/18/21,Cattaraugus,93,91
6/18/21,Cayuga,77,92
6/18/21,Chautauqua,138,145
6/18/21,Chemung,173,136
6/18/21,Chenango,54,76
6/18/21,Clinton,38,33
6/18/21,Columbia,105,104
6/18/21,Cortland,60,63
6/18/21,Delaware,17,38
6/18/21,Dutchess,476,445
6/18/21,Erie,2005,1809
6/18/21,Essex,19,26
6/18/21,Franklin,10,12
6/18/21,Fulton,61,92
6/18/21,Genesee,107,124
6/18/21,Greene,30,79
6/18/21,Hamilton,0,2
6/18/21,Herkimer,53,109
6/18/21,Jefferson,58,68
6/18/21,Kings,6578,7310
6/18/21,Lewis,13,36
6/18/21,Livingston,36,60
6/18/21,Madison,77,89
6/18/21,Manhattan,4975,3032
6/18/21,Monroe,1254,1112
6/18/21,Montgomery,107,127
6/18/21,Nassau,3840,3176
6/18/21,Niagara,234,374
6/18/21,Non-NYS,0,250
6/18/21,Oneida,531,516
6/18/21,Onondaga,791,678
6/18/21,Ontario,116,93
6/18/21,Orange,745,722
6/18/21,Orleans,49,83
6/18/21,Oswego,67,92
6/18/21,Otsego,69,47
6/18/21,Putnam,87,92
6/18/21,Queens,5635,6947
6/18/21,Rensselaer,117,143
6/18/21,Richmond,1137,1162
6/18/21,Rockland,716,754
6/18/21,Saratoga,120,168
6/18/21,Schenectady,197,205
6/18/21,Schoharie,4,17
6/18/21,Schuyler,4,14
6/18/21,Seneca,30,56
6/18/21,St. Lawrence,89,97
6/18/21,Statewide Total,42914,42914
6/18/21,Steuben,120,145
6/18/21,Suffolk,3429,3400
6/18/21,Sullivan,62,76
6/18/21,Tioga,39,63
6/18/21,Tompkins,53,52
6/18/21,Ulster,150,257
6/18/21,Warren,80,57
6/18/21,Washington,32,55
6/18/21,Wayne,41,70
6/18/21,Westchester,2477,2291
6/18/21,Wyoming,38,53
6/18/21,Yates,20,26
6/17/21,Albany,580,356
6/17/21,Allegany,57,87
6/17/21,Bronx,4137,4563
6/17/21,Broome,405,366
6/17/21,Cattaraugus,93,91
6/17/21,Cayuga,77,92
6/17/21,Chautauqua,138,145
6/17/21,Chemung,173,136
6/17/21,Chenango,54,76
6/17/21,Clinton,38,33
6/17/21,Columbia,105,104
6/17/21,Cortland,60,63
6/17/21,Delaware,17,38
6/17/21,Dutchess,476,445
6/17/21,Erie,2005,1809
6/17/21,Essex,19,26
6/17/21,Franklin,10,12
6/17/21,Fulton,61,91
6/17/21,Genesee,107,124
6/17/21,Greene,30,79
6/17/21,Hamilton,0,2
6/17/21,Herkimer,53,109
6/17/21,Jefferson,58,68
6/17/21,Kings,6575,7306
6/17/21,Lewis,13,36
6/17/21,Livingston,36,60
6/17/21,Madison,77,89
6/17/21,Manhattan,4973,3031
6/17/21,Monroe,1253,1111
6/17/21,Montgomery,107,127
6/17/21,Nassau,3840,3176
6/17/21,Niagara,234,374
6/17/21,Non-NYS,0,250
6/17/21,Oneida,531,516
6/17/21,Onondaga,790,677
6/17/21,Ontario,116,93
6/17/21,Orange,745,722
6/17/21,Orleans,49,83
6/17/21,Oswego,67,92
6/17/21,Otsego,69,47
6/17/21,Putnam,87,92
6/17/21,Queens,5635,6947
6/17/21,Rensselaer,117,143
6/17/21,Richmond,1137,1162
6/17/21,Rockland,716,754
6/17/21,Saratoga,120,168
6/17/21,Schenectady,197,205
6/17/21,Schoharie,4,17
6/17/21,Schuyler,4,14
6/17/21,Seneca,30,56
6/17/21,St. Lawrence,89,97
6/17/21,Statewide Total,42905,42905
6/17/21,Steuben,120,145
6/17/21,Suffolk,3429,3400
6/17/21,Sullivan,62,76
6/17/21,Tioga,39,63
6/17/21,Tompkins,53,52
6/17/21,Ulster,150,257
6/17/21,Warren,80,57
6/17/21,Washington,32,55
6/17/21,Wayne,41,70
6/17/21,Westchester,2477,2291
6/17/21,Wyoming,38,53
6/17/21,Yates,20,26
6/16/21,Albany,579,356
6/16/21,Allegany,57,87
6/16/21,Bronx,4137,4563
6/16/21,Broome,405,366
6/16/21,Cattaraugus,93,91
6/16/21,Cayuga,77,92
6/16/21,Chautauqua,138,145
6/16/21,Chemung,173,136
6/16/21,Chenango,54,76
6/16/21,Clinton,38,33
6/16/21,Columbia,105,104
6/16/21,Cortland,60,62
6/16/21,Delaware,17,38
6/16/21,Dutchess,476,445
6/16/21,Erie,2004,1808
6/16/21,Essex,19,26
6/16/21,Franklin,10,12
6/16/21,Fulton,61,91
6/16/21,Genesee,107,124
6/16/21,Greene,30,79
6/16/21,Hamilton,0,2
6/16/21,Herkimer,53,109
6/16/21,Jefferson,58,68
6/16/21,Kings,6574,7305
6/16/21,Lewis,13,36
6/16/21,Livingston,36,60
6/16/21,Madison,77,89
6/16/21,Manhattan,4972,3030
6/16/21,Monroe,1252,1110
6/16/21,Montgomery,107,127
6/16/21,Nassau,3839,3175
6/16/21,Niagara,234,374
6/16/21,Non-NYS,0,250
6/16/21,Oneida,529,514
6/16/21,Onondaga,789,677
6/16/21,Ontario,116,93
6/16/21,Orange,745,722
6/16/21,Orleans,49,83
6/16/21,Oswego,67,92
6/16/21,Otsego,69,47
6/16/21,Putnam,87,92
6/16/21,Queens,5635,6947
6/16/21,Rensselaer,117,142
6/16/21,Richmond,1137,1162
6/16/21,Rockland,716,754
6/16/21,Saratoga,120,168
6/16/21,Schenectady,197,205
6/16/21,Schoharie,4,17
6/16/21,Schuyler,4,14
6/16/21,Seneca,30,56
6/16/21,St. Lawrence,89,97
6/16/21,Statewide Total,42896,42896
6/16/21,Steuben,120,145
6/16/21,Suffolk,3429,3400
6/16/21,Sullivan,62,76
6/16/21,Tioga,39,63
6/16/21,Tompkins,53,52
6/16/21,Ulster,150,257
6/16/21,Warren,80,57
6/16/21,Washington,32,55
6/16/21,Wayne,41,70
6/16/21,Westchester,2477,2291
6/16/21,Wyoming,38,53
6/16/21,Yates,20,26
6/15/21,Albany,579,356
6/15/21,Allegany,57,87
6/15/21,Bronx,4137,4563
6/15/21,Broome,405,366
6/15/21,Cattaraugus,93,91
6/15/21,Cayuga,77,92
6/15/21,Chautauqua,138,145
6/15/21,Chemung,173,136
6/15/21,Chenango,54,76
6/15/21,Clinton,38,33
6/15/21,Columbia,105,104
6/15/21,Cortland,60,62
6/15/21,Delaware,17,38
6/15/21,Dutchess,476,445
6/15/21,Erie,2004,1808
6/15/21,Essex,19,26
6/15/21,Franklin,10,12
6/15/21,Fulton,61,91
6/15/21,Genesee,107,124
6/15/21,Greene,30,79
6/15/21,Hamilton,0,2
6/15/21,Herkimer,53,109
6/15/21,Jefferson,58,68
6/15/21,Kings,6574,7305
6/15/21,Lewis,13,36
6/15/21,Livingston,36,60
6/15/21,Madison,77,89
6/15/21,Manhattan,4971,3029
6/15/21,Monroe,1252,1110
6/15/21,Montgomery,107,127
6/15/21,Nassau,3839,3175
6/15/21,Niagara,234,374
6/15/21,Non-NYS,0,250
6/15/21,Oneida,529,514
6/15/21,Onondaga,789,677
6/15/21,Ontario,116,93
6/15/21,Orange,744,721
6/15/21,Orleans,49,83
6/15/21,Oswego,67,92
6/15/21,Otsego,69,47
6/15/21,Putnam,87,92
6/15/21,Queens,5634,6946
6/15/21,Rensselaer,117,142
6/15/21,Richmond,1136,1161
6/15/21,Rockland,716,754
6/15/21,Saratoga,120,168
6/15/21,Schenectady,197,205
6/15/21,Schoharie,4,17
6/15/21,Schuyler,4,14
6/15/21,Seneca,30,56
6/15/21,St. Lawrence,88,96
6/15/21,Statewide Total,42891,42891
6/15/21,Steuben,120,145
6/15/21,Suffolk,3429,3400
6/15/21,Sullivan,62,76
6/15/21,Tioga,39,63
6/15/21,Tompkins,53,52
6/15/21,Ulster,150,257
6/15/21,Warren,80,57
6/15/21,Washington,32,55
6/15/21,Wayne,41,70
6/15/21,Westchester,2477,2291
6/15/21,Wyoming,38,53
6/15/21,Yates,20,26
6/14/21,Albany,579,356
6/14/21,Allegany,57,87
6/14/21,Bronx,4137,4562
6/14/21,Broome,405,366
6/14/21,Cattaraugus,93,91
6/14/21,Cayuga,77,92
6/14/21,Chautauqua,138,145
6/14/21,Chemung,173,136
6/14/21,Chenango,54,76
6/14/21,Clinton,38,33
6/14/21,Columbia,105,104
6/14/21,Cortland,60,62
6/14/21,Delaware,17,38
6/14/21,Dutchess,476,445
6/14/21,Erie,2003,1807
6/14/21,Essex,19,26
6/14/21,Franklin,10,12
6/14/21,Fulton,61,91
6/14/21,Genesee,107,124
6/14/21,Greene,30,79
6/14/21,Hamilton,0,2
6/14/21,Herkimer,53,109
6/14/21,Jefferson,58,68
6/14/21,Kings,6571,7302
6/14/21,Lewis,13,36
6/14/21,Livingston,36,60
6/14/21,Madison,77,89
6/14/21,Manhattan,4970,3029
6/14/21,Monroe,1251,1110
6/14/21,Montgomery,107,126
6/14/21,Nassau,3839,3175
6/14/21,Niagara,233,373
6/14/21,Non-NYS,0,250
6/14/21,Oneida,529,514
6/14/21,Onondaga,789,677
6/14/21,Ontario,116,93
6/14/21,Orange,744,721
6/14/21,Orleans,49,83
6/14/21,Oswego,67,92
6/14/21,Otsego,69,47
6/14/21,Putnam,87,92
6/14/21,Queens,5633,6945
6/14/21,Rensselaer,117,142
6/14/21,Richmond,1135,1160
6/14/21,Rockland,716,754
6/14/21,Saratoga,120,168
6/14/21,Schenectady,197,205
6/14/21,Schoharie,4,17
6/14/21,Schuyler,4,14
6/14/21,Seneca,30,56
6/14/21,St. Lawrence,88,96
6/14/21,Statewide Total,42882,42882
6/14/21,Steuben,120,145
6/14/21,Suffolk,3429,3400
6/14/21,Sullivan,62,76
6/14/21,Tioga,39,63
6/14/21,Tompkins,53,52
6/14/21,Ulster,150,257
6/14/21,Warren,80,57
6/14/21,Washington,32,55
6/14/21,Wayne,41,70
6/14/21,Westchester,2477,2291
6/14/21,Wyoming,38,53
6/14/21,Yates,20,26
6/13/21,Albany,579,356
6/13/21,Allegany,57,87
6/13/21,Bronx,4136,4561
6/13/21,Broome,405,366
6/13/21,Cattaraugus,93,91
6/13/21,Cayuga,77,92
6/13/21,Chautauqua,138,145
6/13/21,Chemung,173,136
6/13/21,Chenango,54,76
6/13/21,Clinton,38,33
6/13/21,Columbia,105,104
6/13/21,Cortland,60,62
6/13/21,Delaware,17,38
6/13/21,Dutchess,476,445
6/13/21,Erie,2001,1806
6/13/21,Essex,19,26
6/13/21,Franklin,10,12
6/13/21,Fulton,61,91
6/13/21,Genesee,107,124
6/13/21,Greene,30,79
6/13/21,Hamilton,0,2
6/13/21,Herkimer,53,109
6/13/21,Jefferson,58,68
6/13/21,Kings,6570,7301
6/13/21,Lewis,13,36
6/13/21,Livingston,36,60
6/13/21,Madison,77,89
6/13/21,Manhattan,4967,3028
6/13/21,Monroe,1251,1110
6/13/21,Montgomery,107,126
6/13/21,Nassau,3839,3175
6/13/21,Niagara,233,372
6/13/21,Non-NYS,0,249
6/13/21,Oneida,529,514
6/13/21,Onondaga,788,677
6/13/21,Ontario,116,93
6/13/21,Orange,743,720
6/13/21,Orleans,49,83
6/13/21,Oswego,67,92
6/13/21,Otsego,69,47
6/13/21,Putnam,87,92
6/13/21,Queens,5633,6944
6/13/21,Rensselaer,117,142
6/13/21,Richmond,1135,1160
6/13/21,Rockland,716,754
6/13/21,Saratoga,120,168
6/13/21,Schenectady,197,205
6/13/21,Schoharie,4,17
6/13/21,Schuyler,4,14
6/13/21,Seneca,30,56
6/13/21,St. Lawrence,88,96
6/13/21,Statewide Total,42872,42872
6/13/21,Steuben,120,144
6/13/21,Suffolk,3429,3400
6/13/21,Sullivan,62,76
6/13/21,Tioga,39,63
6/13/21,Tompkins,53,52
6/13/21,Ulster,150,257
6/13/21,Warren,80,57
6/13/21,Washington,32,55
6/13/21,Wayne,41,70
6/13/21,Westchester,2476,2290
6/13/21,Wyoming,38,53
6/13/21,Yates,20,26
6/12/21,Albany,578,356
6/12/21,Allegany,57,87
6/12/21,Bronx,4136,4561
6/12/21,Broome,405,366
6/12/21,Cattaraugus,93,91
6/12/21,Cayuga,77,92
6/12/21,Chautauqua,138,145
6/12/21,Chemung,173,136
6/12/21,Chenango,54,76
6/12/21,Clinton,38,33
6/12/21,Columbia,105,104
6/12/21,Cortland,60,62
6/12/21,Delaware,17,38
6/12/21,Dutchess,476,445
6/12/21,Erie,2001,1806
6/12/21,Essex,19,26
6/12/21,Franklin,10,12
6/12/21,Fulton,61,91
6/12/21,Genesee,107,124
6/12/21,Greene,30,79
6/12/21,Hamilton,0,2
6/12/21,Herkimer,53,109
6/12/21,Jefferson,58,68
6/12/21,Kings,6570,7300
6/12/21,Lewis,13,36
6/12/21,Livingston,36,60
6/12/21,Madison,77,89
6/12/21,Manhattan,4965,3028
6/12/21,Monroe,1251,1110
6/12/21,Montgomery,107,125
6/12/21,Nassau,3838,3174
6/12/21,Niagara,233,372
6/12/21,Non-NYS,0,248
6/12/21,Oneida,529,513
6/12/21,Onondaga,787,677
6/12/21,Ontario,116,93
6/12/21,Orange,742,719
6/12/21,Orleans,49,83
6/12/21,Oswego,67,92
6/12/21,Otsego,69,47
6/12/21,Putnam,87,92
6/12/21,Queens,5632,6943
6/12/21,Rensselaer,117,142
6/12/21,Richmond,1135,1160
